Date,data,median,LB,UB
01-01-2020,14.165,14.165,14.165,14.165
02-01-2020,14.315,11.0173163244096,8.48473573974995,13.6098714858915
03-01-2020,14.493,12.3200254371972,9.73784988751629,14.8987835981341
04-01-2020,14.867,13.3448163126188,10.8212965024646,15.9303677562771
05-01-2020,15.259,14.1585418479989,11.6901157831276,16.7004128511082
06-01-2020,15.485,14.83438573797,12.2389928614893,17.3491569829224
07-01-2020,15.679,15.3261446992561,12.8597462062998,17.812763270569
08-01-2020,15.71,15.886892359571,13.3904298605705,18.4395501951467
09-01-2020,15.901,16.2583573464334,13.7102899491195,18.7374453155341
10-01-2020,15.922,16.6435885702607,14.1869106376307,19.0876471374782
11-01-2020,15.997,16.9398192146435,14.4960394200706,19.4428665110692
12-01-2020,16.016,17.1664052629488,14.7486474954874,19.6962298741706
01-01-2021,16.234,17.4021854624311,14.9377525988422,19.8596996149911
02-01-2021,16.394,17.5664269270846,15.139569832125,19.962712883926
03-01-2021,16.586,17.7293976596225,15.2622957469821,20.1457442889895
04-01-2021,16.547,17.8384214495781,15.430642891339,20.2355926467727
05-01-2021,16.535,17.9229786693257,15.5084134650773,20.3886068998935
06-01-2021,16.611,17.9691230804914,15.5498541935956,20.4232891553057
07-01-2021,16.705,18.0403485402834,15.6596313458591,20.5308512861121
08-01-2021,16.912,18.0263208088396,15.5650601671308,20.5837759045988
09-01-2021,17.105,18.0863168824192,15.5615369933689,20.4601404458908
10-01-2021,17.367,18.0754788511772,15.6718699235958,20.492000648212
11-01-2021,17.398,18.0441005137358,15.6466051659922,20.429129672977
12-01-2021,17.504,18.0240598567978,15.5920310058856,20.4705648708609
01-01-2022,17.494,17.9652707298566,15.5081549741328,20.3676658130638
02-01-2022,17.468,17.9471353120327,15.5427012959787,20.3258077808514
03-01-2022,17.477,17.8264134357332,15.3503905639224,20.2807010867905
04-01-2022,17.522,17.7229911035424,15.2517860366589,20.1970548305992
05-01-2022,17.394,17.6264284332696,15.242120681937,19.982734872457
06-01-2022,17.434,17.5355853835408,15.1423441276214,19.9197777626252
07-01-2022,17.401,17.4054879790094,14.9723257798138,19.8006292960371
08-01-2022,17.353,17.2765018740267,14.7721982021926,19.7217041356781
09-01-2022,17.268,17.1840307798462,14.7480299832133,19.583097351398
