Date,data,median,LB,UB
01-01-2020,14.237,14.237,14.237,14.237
02-01-2020,14.41,11.2033698479402,8.98821772916249,13.4013547985333
03-01-2020,14.698,12.6979400419668,10.4845683608051,14.9594830770996
04-01-2020,15.149,13.9793967530328,11.7581293459493,16.2568251011523
05-01-2020,15.775,15.0765461413102,12.8350722778893,17.2381121415598
06-01-2020,16.233,16.0669224580494,13.8165937350693,18.2465562339767
07-01-2020,16.869,16.8788355376032,14.7156162091302,19.0761736244496
08-01-2020,17.635,17.5852269442287,15.4137251978255,19.8141863359822
09-01-2020,17.993,18.2893484230823,16.0582465774671,20.450212552293
10-01-2020,18.431,18.9056835031529,16.68527255508,21.0526540954141
11-01-2020,18.816,19.4895110283829,17.3119589722425,21.6488890135346
12-01-2020,19.177,19.981482030134,17.8135871565371,22.1165552030971
01-01-2021,19.822,20.4285764315268,18.3149752282435,22.6731182686796
02-01-2021,20.22,20.8790024981365,18.7207713811856,23.0264963695167
03-01-2021,20.698,21.2953347334721,19.0900826124387,23.4364831456851
04-01-2021,21.147,21.651434776031,19.564855604941,23.7930143705132
05-01-2021,21.471,21.9595667738993,19.7778675472572,24.0853365735309
06-01-2021,21.874,22.2803979605417,20.0847324547275,24.4637143243028
07-01-2021,22.167,22.5866375071239,20.5203728455101,24.7551959011872
08-01-2021,22.295,22.8228340381275,20.6722447844955,25.0368555675886
09-01-2021,22.69,23.0803309225142,20.934065434715,25.2018807023628
10-01-2021,23.009,23.3364020265543,21.1429401149512,25.4787494860581
11-01-2021,23.246,23.5447976826889,21.4083371424499,25.7007224753978
12-01-2021,23.451,23.7678302057733,21.5798637116058,25.874376234977
01-01-2022,23.487,23.9345641837652,21.7604505347335,26.107516160785
02-01-2022,23.755,24.1153181841593,21.9868882438127,26.2454886364316
03-01-2022,23.784,24.2166310279691,22.1135587912109,26.3364341890516
04-01-2022,23.673,24.3682349229342,22.1605372318538,26.4923078448474
05-01-2022,23.586,24.4626481826923,22.2901005130018,26.6667267971412
06-01-2022,23.494,24.5771003728546,22.4758130432236,26.6932121637194
07-01-2022,23.568,24.6534519322513,22.5278869600771,26.793213173008
08-01-2022,23.551,24.7343451099398,22.6002531255955,26.8990236793583
09-01-2022,23.739,24.8018321254306,22.6265170353279,26.9843710199048
10-01-2022,23.807,24.9021258797951,22.8012843326881,27.0457991082402
11-01-2022,24.025,24.9412454481468,22.8330431188187,27.0631175482017
12-01-2022,24.48,24.9884064875864,22.8968742080489,27.1024563552044
01-01-2023,24.765,24.9824742698087,22.8491854756328,27.2018830185947
02-01-2023,24.853,25.003928805267,22.8899053288412,27.1003194079369
03-01-2023,25.254,25.0355587128691,22.9044999899077,27.1903433137119
04-01-2023,25.657,25.0152311284357,22.8281040615777,27.214724635818
05-01-2023,26.006,25.0307565546025,22.9211668422575,27.1481511899623
