Date,data,median,LB,UB
01-01-2020,72.124,71.124,71.124,71.124
02-01-2020,73.343,70.0484919101323,58.5663633769121,81.3234072894657
03-01-2020,74.679,72.4433853021167,61.1611766081712,83.3493716778605
04-01-2020,77.017,73.9860148654677,63.3926574849709,84.8761678308197
05-01-2020,80.577,75.8336558185196,65.7069864146522,86.8541991062139
06-01-2020,82.916,77.7691439676616,67.0318205957199,88.5755920075154
07-01-2020,85.236,79.3594248112903,68.8065835868865,90.0330499461597
08-01-2020,87.293,81.1514491253422,70.3128938035966,91.9696865617281
09-01-2020,88.879,82.9876913680548,72.1622117386004,93.6222488685692
10-01-2020,90.093,84.3978460164226,73.8616668847762,95.389173990947
11-01-2020,91.2,86.3697800026562,75.5253019640445,97.0709053555041
12-01-2020,92.478,88.2420897959408,77.5044617618594,98.9983639059489
01-01-2021,94.788,90.2071203729702,79.2298998359517,100.9904636979
02-01-2021,96.118,91.9841039880996,81.2017233188299,102.443779316159
03-01-2021,98.211,93.7194384453138,82.9544475683956,104.61144872983
04-01-2021,99.772,95.6575089112414,84.8418341953278,106.495399667709
05-01-2021,99.679,97.3633318975994,86.8098512815025,108.4133188746
06-01-2021,100.569,99.2420468058381,88.5429394721178,109.984489335083
07-01-2021,101.477,100.937027696332,90.1347355016747,111.644426815498
08-01-2021,102.612,102.524188766648,91.5117891749,113.208870770365
09-01-2021,104.099,104.090894866989,93.2651510556835,114.748570473417
10-01-2021,105.528,105.642912616845,94.8047243950969,116.664516508449
11-01-2021,106.554,107.058074831499,96.464843720461,117.484219466811
12-01-2021,107.573,108.2932094438,97.2601016201809,119.48517295335
01-01-2022,107.8,109.353020458669,98.4247211618491,120.232340042157
02-01-2022,108.636,110.246728234396,99.3261107624947,121.086320062131
03-01-2022,108.604,111.089885067536,100.426390024234,121.78747541231
04-01-2022,107.785,111.758116118142,101.01939604283,122.444812307134
05-01-2022,107.429,112.474311498505,101.474152092209,123.155730243689
06-01-2022,107.37,112.586152057049,101.762804266838,123.274140687522
07-01-2022,107.583,113.018765345541,102.381102794392,123.80131339558
08-01-2022,107.474,112.9321407987,102.146072590083,123.983144590779
09-01-2022,107.432,112.83822571684,102.18086581071,123.819678558656
10-01-2022,107.819,112.692128859902,101.780374626368,123.595429380636
11-01-2022,108.429,112.546341078254,101.682839636178,122.803352609504
12-01-2022,109.413,111.937281590542,101.0332854199,122.503151984642
01-01-2023,109.745,111.390906882982,100.607806973363,122.051620181501
02-01-2023,109.714,110.760456493755,99.6886506658613,121.481915420596
03-01-2023,110.084,109.836398694965,99.3265191686554,120.397978450214
04-01-2023,110.774,109.013327779816,98.4132727846208,119.877196119157
05-01-2023,111.422,107.909551171362,96.9050585905688,118.461812486529
06-01-2023,111.466,106.957470717929,96.3855089710212,117.566521388389
07-01-2023,111.382,105.704645697521,94.8457369409628,116.733595244008
08-01-2023,111.451,104.727757718024,94.3871322887676,115.392405034208
09-01-2023,110.716,103.59677739781,92.9503001241836,114.104036881648
10-01-2023,109.703,102.27214861721,91.8132049168449,112.91180222164
11-01-2023,108.529,101.071791246296,90.3805847690425,111.757043811146
12-01-2023,106.881,99.7950619187735,88.9676062808477,110.58461027263
01-01-2024,105.521,98.4110656677141,87.4106158527117,109.060586066746
02-01-2024,104.358,97.3038196095618,86.6753602739481,108.078503119787
03-01-2024,102.171,96.4225167672344,85.4837344775776,106.918421301732
04-01-2024,100.049,94.9651357082428,84.4162664927136,105.971744819381
05-01-2024,97.684,93.6759824625558,82.6339651405351,104.770185849705
06-01-2024,95.738,92.4254813798143,82.0602459079486,103.121600186579
07-01-2024,93.19,91.4136288000658,80.7338915300892,101.92320084125
08-01-2024,90.199,90.2038425859752,79.8357903272558,101.152804083798
09-01-2024,87.652,89.2828658934266,78.4075425643822,99.8958434540622
10-01-2024,85.175,88.30924479984,77.6093596314178,99.4127448498754
11-01-2024,82.942,87.4359574709534,76.6309723434113,97.7334486174611
12-01-2024,80.856,86.3338578187935,75.0971067824459,96.8779309218595
01-01-2025,79.209,85.3154498314684,74.7708909748819,96.109198987297
02-01-2025,77.571,84.5781123707458,73.9009136735846,95.3865822040009
03-01-2025,76.617,83.7459160031572,72.9291708549372,94.8107515439308
04-01-2025,75.325,82.9745814279197,72.1736273645765,94.1207860289299
05-01-2025,74.071,82.3534033504869,71.572420771852,92.7468975380206
06-01-2025,72.877,81.7040374230239,71.0216920764915,92.5354340914397
07-01-2025,71.623,81.0833670739503,70.4805504075947,91.7959914809066
08-01-2025,70.592,80.4953746565641,69.6545088556196,91.5281032617903
09-01-2025,69.603,79.9962928621073,69.1420683723165,90.6728752001378
10-01-2025,68.408,79.3654746201921,68.6422594758328,89.9808358117837
11-01-2025,NaN,78.9079190380453,68.0775013184251,89.8241071178537
12-01-2025,NaN,78.2364516155193,67.548976050812,88.7705477234271
01-01-2026,NaN,77.8069426115196,66.9097831307529,88.8089159647949
02-01-2026,NaN,77.5202091028526,66.6539076516662,88.2387233648205
03-01-2026,NaN,77.1225992003587,66.7740348330901,87.5973282998615
04-01-2026,NaN,76.7685208783966,65.9019054742216,87.9203307222219
05-01-2026,NaN,76.4129186907004,65.5651517587493,87.3168181602861
06-01-2026,NaN,76.0074158916737,64.9281467583027,86.6201475969096
07-01-2026,NaN,75.7772237492654,65.180283681744,86.8998506732612
08-01-2026,NaN,75.6575476768464,64.8917421913572,85.9651261421566
09-01-2026,NaN,75.4136362973738,65.0667379437185,85.8776623921689
10-01-2026,NaN,75.042370232065,64.0223985148892,85.9289508470013
