Date,data,median,LB,UB
01-01-2020,26.209,25.209,25.209,25.209
02-01-2020,26.735,25.9377908379453,21.6921495037305,30.2238646966647
03-01-2020,27.389,26.6667302311114,22.3903235809252,30.9407687150376
04-01-2020,28.367,27.4813809572075,23.2249554841493,31.5165854737966
05-01-2020,30.021,28.1630925940228,24.0684700078539,32.2239327503865
06-01-2020,31.053,29.0911108513831,24.872707366678,33.2320372435876
07-01-2020,32.149,29.8692401899379,25.7362685727861,34.0157767791051
08-01-2020,33.128,30.7793271612019,26.6957781467975,34.8480690897139
09-01-2020,33.886,31.6425319986819,27.572591573532,35.6346180200181
10-01-2020,34.383,32.4546617007539,28.4286633678906,36.5562717848073
11-01-2020,34.917,33.3087910139119,29.1648195982643,37.4410347205498
12-01-2020,35.581,34.2183909487042,30.2444921936353,38.4311012540751
01-01-2021,36.607,35.1190644374497,31.0290763917398,39.151507876259
02-01-2021,37.275,35.9670213660734,31.9051403965068,40.0070723661859
03-01-2021,38.213,36.8410182524902,32.7896603551493,40.9342880081774
04-01-2021,38.957,37.6737784766709,33.6013757201559,41.7733481362297
05-01-2021,38.795,38.522632614157,34.4465922250361,42.6761774655165
06-01-2021,39.19,39.2003939737169,35.0197903885991,43.3160715054355
07-01-2021,39.471,39.9156720249363,35.9824998688879,44.1145297526154
08-01-2021,39.815,40.608537455967,36.6011083562222,44.7679541333519
09-01-2021,40.41,41.2449995042195,37.1423805851821,45.4297498490854
10-01-2021,40.991,41.8245155778595,37.7545293166548,45.9292312205428
11-01-2021,41.381,42.3354780297865,38.2390023095679,46.3228652157876
12-01-2021,41.865,42.8317767269591,38.7404055020883,46.8640584996146
01-01-2022,41.839,43.1775907342837,39.0946402622815,47.1906739505409
02-01-2022,42.223,43.487642722561,39.4142825171857,47.5610816809105
03-01-2022,42.205,43.747517720705,39.7557359890019,47.7128254125403
04-01-2022,41.796,43.9323849024679,39.7874366094887,48.0133779003155
05-01-2022,41.739,44.0597844076211,39.9228293536472,48.1905592796039
06-01-2022,41.731,44.130568358014,39.947985436217,48.3141058681056
07-01-2022,41.927,44.0948689231943,39.9938462978105,48.1566080202396
08-01-2022,41.96,44.0586220056235,39.9191273021773,48.1809694923451
09-01-2022,41.904,43.9288312210864,39.7244429011506,48.0685153198322
10-01-2022,42.037,43.7607208904025,39.734617001306,47.9265481578243
11-01-2022,42.243,43.5596884841559,39.4428516979149,47.6021288237403
12-01-2022,42.5,43.3217856693273,39.2270018218578,47.4366780461497
01-01-2023,42.622,42.9844122766859,39.0224690772616,47.2199777185607
02-01-2023,42.547,42.6496948568717,38.6317382745673,46.7528946846713
03-01-2023,42.624,42.2715910622944,38.282807440971,46.3204145461667
